activity	segment	subject	average_mean	average_std
LAYING	train	3708	-0.510517902221212	0.00488890512682859
LAYING	train	3709	-0.511730471457576	0.00297721529364493
LAYING	train	3710	-0.512632839021212	0.00211634409811316
LAYING	train	3711	-0.512104566748485	0.00285015620358351
LAYING	train	3712	-0.513010663409091	0.00267881753946216
LAYING	train	3713	-0.513213815506061	0.00301547409163347
LAYING	train	3714	-0.512625447239394	0.00244925536552304
LAYING	train	3715	-0.511170938141515	0.00426710073269416
LAYING	train	3716	-0.510086871654545	0.00424775360214235
LAYING	train	3717	-0.513202099293939	0.00302643121186258
LAYING	train	3718	-0.513707257053333	0.00291706719068944
LAYING	train	3719	-0.51253537759697	0.00327313225318923
LAYING	train	3720	-0.512372765118182	0.00289437817927235
LAYING	train	3721	-0.511418868660606	0.00297980114346302
LAYING	train	3722	-0.511396579784849	0.00336481145064904
LAYING	train	3723	-0.511633834424242	0.00355271089673389
LAYING	train	3724	-0.503821993484848	0.0123756794516355
LAYING	train	3862	-0.491381888754545	0.0613956581666788
LAYING	train	3863	-0.514264145891818	0.0264991255252577
LAYING	train	3864	-0.505916911054546	0.0352304701456527
LAYING	train	3865	-0.505821052257576	0.039488343435398
LAYING	train	3866	-0.514669282063636	0.0217224989795986
LAYING	train	3867	-0.517047537406061	0.0153909175323656
LAYING	train	3868	-0.518107087969697	0.0137991271638274
LAYING	train	3869	-0.519529544345455	0.00966333949079376
LAYING	train	3870	-0.520121406454545	0.00914522091751525
LAYING	train	3871	-0.51675341459697	0.0117882757363471
LAYING	train	3872	-0.516499823442424	0.0133877900986528
LAYING	train	3873	-0.516083188063636	0.0171233942462261
LAYING	train	3874	-0.518124411060606	0.0167911901432543
LAYING	train	3875	-0.514507802188485	0.0224944428370095
LAYING	train	3876	-0.511243148845455	0.0221902135684632
LAYING	train	3877	-0.513582833986667	0.0193922989553875
LAYING	train	3878	-0.515317912330303	0.024064059492004
LAYING	train	3879	-0.514087522996424	0.0276018791467223
LAYING	train	3880	-0.517897855015152	0.022073717522985
LAYING	train	3881	-0.517512121339394	0.022508969326185
LAYING	train	3882	-0.516877138142424	0.0201601310173474
LAYING	train	3883	-0.518338651766667	0.0203821907955414
LAYING	train	3884	-0.517582465575758	0.0199491522974045
LAYING	train	3885	-0.478335816875758	0.056355005424733
LAYING	train	3886	-0.506287155287879	0.0252767128833311
LAYING	train	3887	-0.513872103842424	0.0237423336544629
LAYING	train	3888	-0.513501639984848	0.0161303014239887
LAYING	train	3889	-0.517302085721212	0.00814830270822452
LAYING	train	3890	-0.51891787820303	0.00814869795533877
LAYING	train	3891	-0.514149439954545	0.0121598225746408
LAYING	train	3892	-0.510117551678788	0.0188627348063142
LAYING	train	3893	-0.512164559472727	0.0182344904987282
LAYING	train	3894	-0.511662929272727	0.0194185013027028
LAYING	train	3895	-0.490616655833333	0.0597360150731178
LAYING	train	3896	-0.476346680954545	0.0704410163891337
LAYING	train	3897	-0.487570877157576	0.041200578105093
LAYING	train	3898	-0.504960304560606	0.0244289828576537
LAYING	train	3899	-0.509144605430303	0.0237730832011074
LAYING	train	3900	-0.506063269015152	0.0264941058686214
LAYING	train	3901	-0.508737151457576	0.0219494083099085
LAYING	train	3902	-0.515555781757576	0.00920009439839695
LAYING	train	3903	-0.516059867827273	0.0107210922707848
LAYING	train	4058	-0.40032865269697	0.252184817321657
LAYING	train	4059	-0.483599398563636	0.0328578031669489
LAYING	train	4060	-0.493502548206061	0.0247752747134083
LAYING	train	4061	-0.497125737336364	0.0118772900645069
LAYING	train	4062	-0.498816008015152	0.012544145209543
LAYING	train	4063	-0.499340362578788	0.0123507147900468
LAYING	train	4064	-0.499163433166667	0.0117289024469573
LAYING	train	4065	-0.499084861151515	0.00971050241442009
LAYING	train	4066	-0.500540718212121	0.0108966960696549
LAYING	train	4067	-0.499631416824242	0.0117047093881965
LAYING	train	4068	-0.500160270932121	0.011155120973482
LAYING	train	4069	-0.498909263615152	0.0130751356534748
LAYING	train	4070	-0.498411416966061	0.0150813851674919
LAYING	train	4071	-0.499788876	0.0163537551624477
LAYING	train	4072	-0.498976235233333	0.0113916868899402
LAYING	train	4073	-0.50010213360303	0.00744656861967684
LAYING	train	4074	-0.500012932069697	0.0118965412063765
LAYING	train	4075	-0.500357859030303	0.0126369432625257
LAYING	train	4076	-0.50031005760303	0.0116118464298435
LAYING	train	4077	-0.379677474836364	0.232540737549306
LAYING	train	4078	-0.474726722469697	0.0404237010815214
LAYING	train	4079	-0.483649576212121	0.0260399779354774
LAYING	train	4080	-0.494149804751515	0.0115547356811687
LAYING	train	4081	-0.498287033	0.0107195425809622
LAYING	train	4082	-0.501631698418485	0.00956076573394397
LAYING	train	4083	-0.503489800215152	0.00787964962182963
LAYING	train	4084	-0.504120518115151	0.00853687086062719
LAYING	train	4085	-0.503528106178788	0.00933895359224605
LAYING	train	4086	-0.502871074219394	0.0104949119743433
LAYING	train	4087	-0.503461604954546	0.0096564480626519
LAYING	train	4088	-0.503083265954545	0.00986255537432854
LAYING	train	4089	-0.501861784527273	0.00761739779683016
LAYING	train	4090	-0.502874834254545	0.00404792479404291
LAYING	train	4091	-0.504890111757576	0.00576906074176564
LAYING	train	4092	-0.502708207278788	0.00907579460653575
LAYING	train	4093	-0.500717122136364	0.0126040124528407
LAYING	train	4094	-0.50126510480303	0.0104119095221669
LAYING	train	4095	-0.503348610993939	0.00295929627803718
LAYING	train	4096	-0.505465763572727	0.00448999481245875
LAYING	train	4097	-0.503730384324242	0.00914763965096189
LAYING	train	4098	-0.502550924261515	0.0106589725583159
LAYING	train	4099	-0.50326746850303	0.00953191718109669
LAYING	train	4100	-0.503257622187879	0.00942666636809545
LAYING	train	4101	-0.502824520545455	0.00931378985771868
LAYING	train	4259	-0.407379892909091	0.0893498902197495
LAYING	train	4260	-0.449109622384848	0.0635452771917257
LAYING	train	4261	-0.476173600575758	0.0366988269514943
LAYING	train	4262	-0.490401802109091	0.0262954502562401
LAYING	train	4263	-0.4974280194	0.0112883776678657
LAYING	train	4264	-0.500383776672727	0.006028857481717
LAYING	train	4265	-0.492927342121212	0.0165433504136479
LAYING	train	4266	-0.487708916209091	0.0161280325999464
LAYING	train	4267	-0.486794167733636	0.0133060416996181
LAYING	train	4268	-0.492959430584848	0.0129415953854276
LAYING	train	4269	-0.498586740584848	0.00565744373078189
LAYING	train	4270	-0.50136121840303	0.004009450930205
LAYING	train	4271	-0.498834760515152	0.00589760766913055
LAYING	train	4272	-0.492066148	0.0116238876075333
LAYING	train	4273	-0.490139272495151	0.0121892625670442
LAYING	train	4274	-0.492958275818182	0.0124140101649148
LAYING	train	4275	-0.492897992621212	0.0160288930017237
LAYING	train	4276	-0.492514334963636	0.0205908285272388
LAYING	train	4277	-0.487334337181818	0.0225732777295639
LAYING	train	4278	-0.488142068939394	0.0202434377680539
LAYING	train	4279	-0.492400827733333	0.0159035841810121
LAYING	train	4280	-0.491422167327273	0.0156830460456013
LAYING	train	4281	-0.49147495430303	0.0139981618594911
LAYING	train	4282	-0.442151123922424	0.0705416904697688
LAYING	train	4283	-0.409967999666667	0.111766194786059
LAYING	train	4284	-0.488262472890909	0.0254606692799222
LAYING	train	4285	-0.499279705275758	0.0213908146725768
LAYING	train	4286	-0.500973890066667	0.0134372839250653
LAYING	train	4287	-0.503226599936364	0.00734745802746175
LAYING	train	4288	-0.500158381757576	0.0160909874820474
LAYING	train	4289	-0.497932704869697	0.0204405624940627
LAYING	train	4290	-0.498513359066667	0.0196971225280821
LAYING	train	4291	-0.50066453769697	0.0187653797137306
LAYING	train	4292	-0.497263006939394	0.0218210112805858
LAYING	train	4293	-0.496896263933333	0.0228015326794431
LAYING	train	4294	-0.498766702454545	0.0238330531401905
LAYING	train	4295	-0.499815989481818	0.0213044332784074
LAYING	train	4296	-0.500774828612121	0.0198744341692908
LAYING	train	4297	-0.499871207154545	0.0175560834026298
LAYING	train	4298	-0.501472276254545	0.0150988233544385
LAYING	train	4299	-0.501874624636364	0.0131890639197302
LAYING	train	4300	-0.502175031332727	0.0129550355371757
LAYING	train	4301	-0.501072160333333	0.0138169474030423
LAYING	train	4302	-0.502164069145455	0.0124892862210631
LAYING	train	4303	-0.501084213818182	0.0190555874086457
LAYING	train	4304	-0.499973706357576	0.0186442904942721
LAYING	train	4436	-0.445409319121212	0.157212308215032
LAYING	train	4437	-0.491854842139394	0.041085267182324
LAYING	train	4438	-0.503515590309091	0.0166210100646725
LAYING	train	4439	-0.508991952984848	0.00368223902029498
LAYING	train	4440	-0.5090370413	0.00365108933196355
LAYING	train	4441	-0.509251001190909	0.00483033205947568
LAYING	train	4442	-0.509416479348485	0.00328080366628936
LAYING	train	4443	-0.510422274530303	0.00287074871789841
LAYING	train	4444	-0.510947790336364	0.00261140178065707
LAYING	train	4445	-0.509776760575758	0.00312460124690239
LAYING	train	4446	-0.510066854021212	0.00257306313300656
LAYING	train	4447	-0.511612140390909	0.00208974086152437
LAYING	train	4448	-0.511410090763636	0.00237843891800836
LAYING	train	4449	-0.510090913937576	0.00374944648873709
LAYING	train	4450	-0.510266272993939	0.00375294002851
LAYING	train	4451	-0.395624958090909	0.130919751163511
LAYING	train	4452	-0.453649657606061	0.0548728941531341
LAYING	train	4453	-0.481855497345455	0.0321241473099192
LAYING	train	4454	-0.502896264493939	0.0119493719010399
LAYING	train	4455	-0.503250134660606	0.00658364548817652
LAYING	train	4456	-0.503156789812121	0.00666175786680835
LAYING	train	4457	-0.500825149645455	0.0114874168181344
LAYING	train	4458	-0.500638209960606	0.0110734400543388
LAYING	train	4459	-0.50889445	0.00211652932433919
LAYING	train	4460	-0.508836410172727	0.00183455166638733
LAYING	train	4461	-0.506186606666667	0.00261196801010766
LAYING	train	4462	-0.504424085009091	0.00563226593465634
LAYING	train	4463	-0.505005496593939	0.0050761200358769
LAYING	train	4464	-0.507828881466667	0.00297791828037985
LAYING	train	4465	-0.50644979739697	0.00307624271688707
LAYING	train	4466	-0.50482995410303	0.00515347616451948
LAYING	train	4467	-0.498936324521212	0.0114851912446341
LAYING	train	4468	-0.499641507415152	0.0114261397590738
LAYING	train	4469	-0.505440003569697	0.00502349798858846
LAYING	train	4470	-0.506313310715152	0.00362695488132562
LAYING	train	4471	-0.507201411442424	0.00320078544963505
LAYING	train	4472	-0.505510698151515	0.00364210262969026
LAYING	train	4598	-0.33699979730303	0.324886703289993
LAYING	train	4599	-0.47448675055697	0.0685727133008571
LAYING	train	4600	-0.466226309424242	0.0640585597075697
LAYING	train	4601	-0.42162080320303	0.0879803836534824
LAYING	train	4602	-0.424876716093939	0.072796898835437
LAYING	train	4603	-0.493314259939394	0.0302344003876985
LAYING	train	4604	-0.49829036404697	0.0217157943980123
LAYING	train	4605	-0.505611590754849	0.0236912371695618
LAYING	train	4606	-0.514857508769697	0.0163942407633003
LAYING	train	4607	-0.519274333751515	0.00811476826055521
LAYING	train	4608	-0.521380391021212	0.00383483900696331
LAYING	train	4609	-0.521303362839394	0.00272645539568642
LAYING	train	4610	-0.52042768219697	0.00378769315712949
LAYING	train	4611	-0.517317892821212	0.00728878195134203
LAYING	train	4612	-0.51744515250303	0.0101197946590076
LAYING	train	4613	-0.508649998333333	0.0118402116857512
LAYING	train	4614	-0.393178340548485	0.154219225799169
LAYING	train	4615	-0.3792716371	0.155753886749971
LAYING	train	4616	-0.443599080090909	0.100529772043116
LAYING	train	4617	-0.502115256821212	0.0192211081589079
LAYING	train	4618	-0.338340385636364	0.193470867153834
LAYING	train	4619	-0.374596939403636	0.160771514859516
LAYING	train	4620	-0.492614359990909	0.0228561694322852
LAYING	train	4621	-0.498235879060606	0.0137314110377972
LAYING	train	4622	-0.505448538309091	0.00745087006557496
LAYING	train	4623	-0.504417418393939	0.00649416601656031
LAYING	train	4624	-0.5001255803	0.0156927187876624
LAYING	train	4625	-0.499539557044545	0.0160257055814808
LAYING	train	4626	-0.505209174160606	0.00633798833544739
LAYING	train	4627	-0.5019838878	0.00655002342567524
LAYING	train	4628	-0.49117312966303	0.0153869811601783
LAYING	train	4629	-0.491667092648485	0.0170827711116844
LAYING	train	4630	-0.507180458818182	0.00291633598582116
LAYING	train	4631	-0.496049692075758	0.0140283947213601
LAYING	train	4632	-0.492987757336364	0.0128751630650119
LAYING	train	4766	-0.446492251393939	0.127576780561887
LAYING	train	4767	-0.487949298678788	0.0479186146866818
LAYING	train	4768	-0.505020747317576	0.016736737507294
LAYING	train	4769	-0.507003883148485	0.00576043372361609
LAYING	train	4770	-0.509117738460606	0.00580180476376396
LAYING	train	4771	-0.509676317906061	0.00435862943221692
LAYING	train	4772	-0.508551493806061	0.00472120871318303
LAYING	train	4773	-0.508272171490909	0.00575269562908991
LAYING	train	4774	-0.509031427933333	0.00529175654734823
LAYING	train	4775	-0.509266718243636	0.00559290673769124
LAYING	train	4776	-0.508071284224242	0.00585636499848576
LAYING	train	4777	-0.508519959194545	0.0058747632125962
LAYING	train	4778	-0.506639957557576	0.00808882001895305
LAYING	train	4779	-0.506924082072727	0.00894323310026525
LAYING	train	4780	-0.503040263757576	0.0126505240935034
LAYING	train	4781	-0.461199367606061	0.049994437011765
LAYING	train	4782	-0.491282380242424	0.0282068406610506
LAYING	train	4783	-0.501603680333333	0.0179804208317229
LAYING	train	4784	-0.504961092836364	0.00837909779421132
LAYING	train	4785	-0.504121433333636	0.00881134596135374
LAYING	train	4786	-0.504005264515151	0.0100313339389055
LAYING	train	4787	-0.503886033454545	0.0110513012505222
LAYING	train	4788	-0.504661721685152	0.0113155659315057
LAYING	train	4789	-0.505838467060606	0.0115888390184574
LAYING	train	4790	-0.506444781072727	0.0091923849259426
LAYING	train	4791	-0.505333318987879	0.00881695615676779
LAYING	train	4792	-0.50619432179697	0.00864506256427595
LAYING	train	4793	-0.506007483545455	0.0107656199031321
LAYING	train	4794	-0.504724097015152	0.0120672622781156
LAYING	train	4795	-0.505620188975758	0.0103943346202382
LAYING	train	4796	-0.506251555666667	0.00938169402651885
LAYING	train	4797	-0.506079541854242	0.00979448266720604
LAYING	train	4798	-0.503773905545455	0.0139601976520091
LAYING	train	4946	-0.448571534969697	0.112056993031987
LAYING	train	4947	-0.491982818393939	0.0324045086705294
LAYING	train	4948	-0.504675911175758	0.0145829030514851
LAYING	train	4949	-0.509177996854545	0.00668966268249309
LAYING	train	4950	-0.508676027545454	0.00894286944269361
LAYING	train	4951	-0.507308366227273	0.0124704289235341
LAYING	train	4952	-0.507237882945455	0.0106598110004543
LAYING	train	4953	-0.509579845869697	0.00673473096462371
LAYING	train	4954	-0.507551659321212	0.00709171765795158
LAYING	train	4955	-0.507540897212121	0.00842864726030833
LAYING	train	4956	-0.505422126184848	0.0125980212968154
LAYING	train	4957	-0.503663808081818	0.0125386291400891
LAYING	train	4958	-0.508676686639394	0.00847635625506169
LAYING	train	4959	-0.5071523462	0.0122669612715181
LAYING	train	4960	-0.505163579763636	0.0161464192883728
LAYING	train	4961	-0.505336064345455	0.0161857924063838
LAYING	train	4962	-0.504572888475758	0.0172069170798359
LAYING	train	4963	-0.504158536484849	0.0154577787795264
LAYING	train	4964	-0.505137713754545	0.0164197198220875
LAYING	train	4965	-0.502917189393939	0.0229408593349518
LAYING	train	4966	-0.504162545421212	0.0235172990306499
LAYING	train	4967	-0.5038769243	0.0229940910802076
LAYING	train	4968	-0.503474680184849	0.0235962693716768
LAYING	train	4969	-0.444004596848485	0.167201205458812
LAYING	train	4970	-0.49227514499697	0.0317044637816473
LAYING	train	4971	-0.505624148836364	0.0273308014893146
LAYING	train	4972	-0.509950349309091	0.00834509797302996
LAYING	train	4973	-0.510218026951515	0.00898871167927645
LAYING	train	4974	-0.509816218819394	0.00683769543878414
LAYING	train	4975	-0.508114726954545	0.00851205190085359
LAYING	train	4976	-0.506859121184848	0.0119120454591344
LAYING	train	4977	-0.506159060975758	0.0117673067832639
LAYING	train	4978	-0.50628029580303	0.0123249893962278
LAYING	train	4979	-0.506907420248485	0.0129489884903536
LAYING	train	4980	-0.505073409912121	0.0143775572091743
LAYING	train	4981	-0.505543169709091	0.0154502573763844
LAYING	train	4982	-0.507551960306061	0.0127925440317881
LAYING	train	4983	-0.507086553333333	0.0127878045824025
LAYING	train	4984	-0.485882361818182	0.0243894819729066
LAYING	train	5138	-0.398505463181818	0.543099200604065
LAYING	train	5139	-0.370890881181818	0.397443061903118
LAYING	train	5140	-0.405490387030303	0.438184845529298
LAYING	train	5141	-0.420310668090909	0.229254924633353
LAYING	train	5142	-0.317358188090909	0.435851080740445
LAYING	train	5143	-0.317066939030303	0.431681686938564
LAYING	train	5144	-0.360141257090909	0.523555697811484
LAYING	train	5145	-0.424415037848485	0.177731456413475
LAYING	train	5146	-0.450609306424242	0.0927845828988503
LAYING	train	5147	-0.479961733821212	0.127035663666427
LAYING	train	5148	-0.405418653515151	0.34668327765565
LAYING	train	5149	-0.371184207939394	0.380059226510719
LAYING	train	5150	-0.360048271242424	0.412457720074462
LAYING	train	5151	-0.365505771181818	0.389302745568032
LAYING	train	5152	-0.44182078730303	0.260643836265756
LAYING	train	5153	-0.459549946757576	0.13489589911258
LAYING	train	5154	-0.386531154283333	0.273222343478424
LAYING	train	5155	-0.386700493090909	0.246622155242387
LAYING	train	5156	-0.415650523515152	0.195473439879732
LAYING	train	5157	-0.471900649633333	0.0401613235344837
LAYING	train	5158	-0.485923179821212	0.0194434905065043
LAYING	train	5159	-0.492104955612121	0.0153958321410514
LAYING	train	5160	-0.503995542627273	0.011893121024163
LAYING	train	5161	-0.502314230654546	0.0115009732661106
LAYING	train	5162	-0.504776226436364	0.00668742147751693
LAYING	train	5163	-0.509079362451515	0.00300593410778129
LAYING	train	5164	-0.509434207054545	0.00345967993657539
LAYING	train	5165	-0.511303094336364	0.00247105500192596
LAYING	train	5166	-0.510639391909091	0.00230437157963033
LAYING	train	5167	-0.509633395954545	0.00328089072994584
LAYING	train	5168	-0.510256049657576	0.00353308016726821
LAYING	train	5169	-0.510689070939394	0.00398794804399593
LAYING	train	5170	-0.508555970478788	0.00526649028029699
LAYING	train	5340	-0.398098994818182	0.135411481981494
LAYING	train	5341	-0.468048295439394	0.0527070340493161
LAYING	train	5342	-0.484608895860606	0.0223376955398456
LAYING	train	5343	-0.480630770666667	0.0291399585808679
LAYING	train	5344	-0.484329280363636	0.032387918154815
LAYING	train	5345	-0.500202163	0.00643372877730542
LAYING	train	5346	-0.480440381169697	0.0548977789572432
LAYING	train	5347	-0.432902678333333	0.262356588954449
LAYING	train	5348	-0.426949811272727	0.21545254729344
LAYING	train	5349	-0.437138804393939	0.223035447586101
LAYING	train	5350	-0.475056160863636	0.156276845657189
LAYING	train	5351	-0.473087742727273	0.200304336224198
LAYING	train	5352	-0.459013897333333	0.235774296435743
LAYING	train	5353	-0.472520798575758	0.113106912920703
LAYING	train	5354	-0.467964041272727	0.122848733903694
LAYING	train	5355	-0.469481353002121	0.139245014270722
LAYING	train	5356	-0.45888282750303	0.13955837777541
LAYING	train	5357	-0.451551973	0.152636484108494
LAYING	train	5358	-0.459542660009091	0.145190875158423
LAYING	train	5359	-0.468724271363636	0.111241815868095
LAYING	train	5360	-0.476561923181818	0.0732936153056161
LAYING	train	5361	-0.350645554066667	0.390813325723893
LAYING	train	5362	-0.436935115015152	0.0414856187124981
LAYING	train	5363	-0.44833847760303	0.121223193166322
LAYING	train	5364	-0.445119631484849	0.189076417547704
LAYING	train	5365	-0.458819566121212	0.262035314785252
LAYING	train	5366	-0.467087355760606	0.288420397350535
LAYING	train	5367	-0.515033330606061	0.0389102701671087
LAYING	train	5368	-0.513034338784848	0.0421360065701789
LAYING	train	5369	-0.414297293824242	0.320031542099726
LAYING	train	5370	-0.376178413060606	0.315532173627418
LAYING	train	5371	-0.393319011715152	0.405904146146101
LAYING	train	5372	-0.45263197750303	0.151830454877412
LAYING	train	5373	-0.475244356890909	0.0301223457528576
LAYING	train	5374	-0.476438080578788	0.0222928781153451
LAYING	train	5375	-0.465126013424242	0.0644489972589038
LAYING	train	5376	-0.472824984363636	0.0703751923263236
LAYING	train	5377	-0.483126106878788	0.0638972303490961
LAYING	train	5378	-0.489737343412121	0.0500871225372326
LAYING	train	5379	-0.475841877893939	0.037544222993348
LAYING	train	5558	-0.406376293518182	0.183583560835435
LAYING	train	5559	-0.48545338430303	0.0528333343908191
LAYING	train	5560	-0.504001213193939	0.032041069164564
LAYING	train	5561	-0.512619693415151	0.0127264519039698
LAYING	train	5562	-0.516153932972727	0.00678515775503437
LAYING	train	5563	-0.51459796159697	0.00641126650923582
LAYING	train	5564	-0.514339838845455	0.00695982800105938
LAYING	train	5565	-0.515107243621212	0.00320748503707223
LAYING	train	5566	-0.516416361409091	0.00367417015696967
LAYING	train	5567	-0.516357914927273	0.00317665699340937
LAYING	train	5568	-0.514261025636364	0.00658459966700817
LAYING	train	5569	-0.514855251999394	0.00747812270970004
LAYING	train	5570	-0.515759190975758	0.00455326212950816
LAYING	train	5571	-0.51653227279697	0.00278909266684163
LAYING	train	5572	-0.517149817963636	0.0027698035417596
LAYING	train	5573	-0.515852836998485	0.00409828817683963
LAYING	train	5574	-0.514715594721212	0.00569413617883291
LAYING	train	5575	-0.424394457757576	0.201602979983112
LAYING	train	5576	-0.487207625133333	0.0498298487144941
LAYING	train	5577	-0.509940032524242	0.0300459663016866
LAYING	train	5578	-0.517019647684848	0.00919631558561209
LAYING	train	5579	-0.519541280624242	0.0045667154939396
LAYING	train	5580	-0.520365642227273	0.00338924522369357
LAYING	train	5581	-0.519989848887879	0.00299845399639968
LAYING	train	5582	-0.518602263772727	0.00307305778840372
LAYING	train	5583	-0.518414411121212	0.00339249229831887
LAYING	train	5584	-0.517061129915152	0.00694974467517444
LAYING	train	5585	-0.516484135081818	0.0091637975276895
LAYING	train	5586	-0.516979688165576	0.00728454423435504
LAYING	train	5587	-0.51470024660303	0.00912588419501413
LAYING	train	5588	-0.514364429669697	0.00903381300707265
LAYING	train	5589	-0.515938209321212	0.00807267496751957
LAYING	train	5590	-0.516833968327273	0.0081039688625905
LAYING	train	5591	-0.516189210139394	0.0109186936230881
LAYING	train	5743	-0.408568556757576	0.164671182522404
LAYING	train	5744	-0.481844298157576	0.0561509381336581
LAYING	train	5745	-0.503095591627273	0.0327362410195097
LAYING	train	5746	-0.511828969981818	0.0121983456949839
LAYING	train	5747	-0.5150969564	0.00464810008598518
LAYING	train	5748	-0.516464422609091	0.00262892164648374
LAYING	train	5749	-0.516378253000606	0.00294529843904703
LAYING	train	5750	-0.515105129942424	0.00314356624484089
LAYING	train	5751	-0.51507766309697	0.00279814714793678
LAYING	train	5752	-0.515510489300909	0.00221222151780519
LAYING	train	5753	-0.514479018515152	0.00376671424299454
LAYING	train	5754	-0.5140243333	0.0038073474691326
LAYING	train	5755	-0.513666507551515	0.00430680879102625
LAYING	train	5756	-0.513964899363636	0.00495357100134208
LAYING	train	5757	-0.514479403848485	0.00432338522002654
LAYING	train	5758	-0.515423669151515	0.00200899628791802
LAYING	train	5759	-0.514334680575758	0.00456106655993553
LAYING	train	5760	-0.513142921790909	0.00545375169653616
LAYING	train	5761	-0.514726728036364	0.00277767487395156
LAYING	train	5762	-0.450741037969697	0.0886022150750952
LAYING	train	5763	-0.492489742967061	0.0499135395315146
LAYING	train	5764	-0.511475302133333	0.0229282032255099
LAYING	train	5765	-0.516676119523242	0.00604348033118219
LAYING	train	5766	-0.517680218636364	0.0025515300860862
LAYING	train	5767	-0.516635433881818	0.00323277069829663
LAYING	train	5768	-0.516496410957576	0.00323240482552692
LAYING	train	5769	-0.516983131493939	0.00366212432006507
LAYING	train	5770	-0.515408308409091	0.00311392878380354
LAYING	train	5771	-0.515937784618182	0.00338921295462358
LAYING	train	5772	-0.516660401184848	0.00330627142098047
LAYING	train	5773	-0.515776568151515	0.00279635510585597
LAYING	train	5774	-0.514656644969697	0.0038770090972544
LAYING	train	5775	-0.515353216115152	0.0032853732806829
LAYING	train	5776	-0.516883218572727	0.00260890622630088
LAYING	train	5777	-0.515483468798788	0.00445408709618667
LAYING	train	5778	-0.516153332909091	0.00457983148647925
LAYING	train	5779	-0.51580627089697	0.00470916980730315
LAYING	train	5780	-0.514507363572727	0.00429704045399201
LAYING	train	5781	-0.514867109545455	0.00488177956497815
LAYING	train	5782	-0.515699022042424	0.00530922542171592
LAYING	train	5783	-0.516089049969697	0.00412695342552052
LAYING	train	5784	-0.50174296059697	0.0165563658470136
LAYING	train	5941	-0.483757921606061	0.0451772099577369
LAYING	train	5942	-0.499170053121212	0.0289444227287481
LAYING	train	5943	-0.513889380163636	0.00892198059311082
LAYING	train	5944	-0.516082598381818	0.00262109530177471
LAYING	train	5945	-0.5156120592	0.00257856253444147
LAYING	train	5946	-0.515463212193939	0.00285110894261886
LAYING	train	5947	-0.515386817033333	0.00296516551343148
LAYING	train	5948	-0.515325328509091	0.00211524625857124
LAYING	train	5949	-0.51591303079697	0.00290032473637919
LAYING	train	5950	-0.516226258839394	0.00273054656200575
LAYING	train	5951	-0.516370540972727	0.0021608479521123
LAYING	train	5952	-0.51681913530303	0.00179258429126418
LAYING	train	5953	-0.516898378366697	0.00175567572170831
LAYING	train	5954	-0.51661407270303	0.00251937979742592
LAYING	train	5955	-0.516231451606061	0.00269024066597646
LAYING	train	5956	-0.515952958069697	0.00300673314839845
LAYING	train	5957	-0.515636672806061	0.00281287765620917
LAYING	train	5958	-0.425221415378788	0.106923772814223
LAYING	train	5959	-0.4870929673	0.0486879551248217
LAYING	train	5960	-0.505450598941818	0.0235840585760907
LAYING	train	5961	-0.510999739309091	0.00742347950882411
LAYING	train	5962	-0.511128802101818	0.00380703450825091
LAYING	train	5963	-0.512317036693939	0.00300990699657477
LAYING	train	5964	-0.512840581839394	0.00298424104081035
LAYING	train	5965	-0.512738798609091	0.00318286771849269
LAYING	train	5966	-0.513188644625758	0.00292193832953832
LAYING	train	5967	-0.512553394422424	0.00320742812870094
LAYING	train	5968	-0.513723276875758	0.00342280881220039
LAYING	train	5969	-0.513799661912121	0.00208671024508349
LAYING	train	5970	-0.514274784917576	0.00236351430365392
LAYING	train	5971	-0.51323685200303	0.00310420741142441
LAYING	train	5972	-0.513057839709091	0.0032357514122046
LAYING	train	5973	-0.514292032124242	0.00313381681454349
LAYING	train	5974	-0.514124360530303	0.00289647871920061
LAYING	train	5975	-0.514350678830303	0.00221800492523895
LAYING	train	5976	-0.506046637729394	0.00854805192453705
LAYING	train	6129	-0.466205244866667	0.0739672193370452
LAYING	train	6130	-0.497562769447879	0.0449763007701828
LAYING	train	6131	-0.507806449657576	0.0192952708450214
LAYING	train	6132	-0.512112542816667	0.0060874528235154
LAYING	train	6133	-0.513939034239394	0.00261348808462498
LAYING	train	6134	-0.513109617539394	0.00299136150393668
LAYING	train	6135	-0.512811253375758	0.0037052457029633
LAYING	train	6136	-0.512923061036364	0.00427672470760463
LAYING	train	6137	-0.513708664790909	0.00332245848716065
LAYING	train	6138	-0.514068685439394	0.00360968875444075
LAYING	train	6139	-0.515231231275758	0.00354150828128189
LAYING	train	6140	-0.5147757344	0.00363424060565939
LAYING	train	6141	-0.514534778975758	0.00331140093704638
LAYING	train	6142	-0.514500371042424	0.00330072927212899
LAYING	train	6143	-0.514358853281818	0.00357751006535361
LAYING	train	6144	-0.514163474148485	0.00407066855712155
LAYING	train	6145	-0.511787055191818	0.00507537808415789
LAYING	train	6146	-0.511132795239697	0.00516469580743504
LAYING	train	6147	-0.50838288905697	0.00734374388323009
LAYING	train	6148	-0.507109448457576	0.00896097267615253
LAYING	train	6149	-0.510998182751515	0.00559493492245169
LAYING	train	6150	-0.512899214112121	0.00301856799579611
LAYING	train	6151	-0.507229453762727	0.00653523063764969
LAYING	train	6152	-0.452493055563636	0.0565444018103075
LAYING	train	6153	-0.497115748348485	0.0375792927336241
